
 Z=74  Tungsten (W)                    Atomic Weight (nat)=183.850
 Photo-Atomic Cross Sections           (1 cm2/gm=305.2906 barn/atom)
 NP= 332                               Data from EPDL97

Column definitions:
  EMeV   Incident photon energy (MeV)
  XXXba  Cross Section for process XXX, barn/atom
  XXXcg  Cross Section for process XXX, cm2/gm
  XXX    Tot: Total cross section (Coh+Inc+ppT+PE)
          PE: Photo-electric ionization     (W K-edge= 6.9689E-02 MeV)
         Coh: Coherent  (Rayleigh) scattering
         Inc: Incoherent (Compton) scattering
         ppn: Pair production from nucleus
         ppe: Pair production from electrons
         ppT: Total pair prod (=ppn+ppe)

   EMeV       Totba     PEba      Cohba     Incba     ppnba     ppeba     ppTba       Totcg     PEcg      Cohcg     Inccg     ppncg     ppecg     ppTcg
 4.0000E-02 3.245E+03 2.983E+03 2.323E+02 2.911E+01 0.000E+00 0.000E+00 0.000E+00   1.063E+01 9.772E+00 7.610E-01 9.536E-02 0.000E+00 0.000E+00 0.000E+00
 4.2500E-02 2.764E+03 2.525E+03 2.096E+02 2.947E+01 0.000E+00 0.000E+00 0.000E+00   9.055E+00 8.272E+00 6.866E-01 9.653E-02 0.000E+00 0.000E+00 0.000E+00
 4.5000E-02 2.378E+03 2.158E+03 1.901E+02 2.981E+01 0.000E+00 0.000E+00 0.000E+00   7.789E+00 7.068E+00 6.228E-01 9.764E-02 0.000E+00 0.000E+00 0.000E+00
 4.7500E-02 2.063E+03 1.859E+03 1.731E+02 3.013E+01 0.000E+00 0.000E+00 0.000E+00   6.756E+00 6.090E+00 5.671E-01 9.870E-02 0.000E+00 0.000E+00 0.000E+00
 5.0000E-02 1.802E+03 1.613E+03 1.584E+02 3.044E+01 0.000E+00 0.000E+00 0.000E+00   5.902E+00 5.283E+00 5.187E-01 9.972E-02 0.000E+00 0.000E+00 0.000E+00
 5.3333E-02 1.521E+03 1.349E+03 1.412E+02 3.069E+01 0.000E+00 0.000E+00 0.000E+00   4.983E+00 4.420E+00 4.625E-01 1.005E-01 0.000E+00 0.000E+00 0.000E+00
 5.6667E-02 1.298E+03 1.141E+03 1.262E+02 3.091E+01 0.000E+00 0.000E+00 0.000E+00   4.252E+00 3.737E+00 4.135E-01 1.012E-01 0.000E+00 0.000E+00 0.000E+00
 6.0000E-02 1.117E+03 9.730E+02 1.130E+02 3.112E+01 0.000E+00 0.000E+00 0.000E+00   3.659E+00 3.187E+00 3.701E-01 1.019E-01 0.000E+00 0.000E+00 0.000E+00
 6.5000E-02 9.051E+02 7.790E+02 9.474E+01 3.135E+01 0.000E+00 0.000E+00 0.000E+00   2.965E+00 2.552E+00 3.103E-01 1.027E-01 0.000E+00 0.000E+00 0.000E+00
 6.9689E-02 7.465E+02 6.416E+02 7.342E+01 3.145E+01 0.000E+00 0.000E+00 0.000E+00   2.445E+00 2.102E+00 2.405E-01 1.030E-01 0.000E+00 0.000E+00 0.000E+00
 6.9689E-02 3.367E+03 3.262E+03 7.342E+01 3.145E+01 0.000E+00 0.000E+00 0.000E+00   1.103E+01 1.069E+01 2.405E-01 1.030E-01 0.000E+00 0.000E+00 0.000E+00
 7.5000E-02 2.805E+03 2.695E+03 7.854E+01 3.156E+01 0.000E+00 0.000E+00 0.000E+00   9.187E+00 8.826E+00 2.573E-01 1.034E-01 0.000E+00 0.000E+00 0.000E+00
 8.0000E-02 2.387E+03 2.281E+03 7.368E+01 3.164E+01 0.000E+00 0.000E+00 0.000E+00   7.817E+00 7.472E+00 2.413E-01 1.036E-01 0.000E+00 0.000E+00 0.000E+00
 8.5000E-02 2.043E+03 1.944E+03 6.805E+01 3.158E+01 0.000E+00 0.000E+00 0.000E+00   6.693E+00 6.367E+00 2.229E-01 1.035E-01 0.000E+00 0.000E+00 0.000E+00
 9.0000E-02 1.767E+03 1.673E+03 6.257E+01 3.153E+01 0.000E+00 0.000E+00 0.000E+00   5.788E+00 5.480E+00 2.049E-01 1.033E-01 0.000E+00 0.000E+00 0.000E+00
 1.0000E-01 1.352E+03 1.268E+03 5.310E+01 3.144E+01 0.000E+00 0.000E+00 0.000E+00   4.430E+00 4.153E+00 1.739E-01 1.030E-01 0.000E+00 0.000E+00 0.000E+00
 1.1000E-01 1.059E+03 9.821E+02 4.529E+01 3.115E+01 0.000E+00 0.000E+00 0.000E+00   3.467E+00 3.217E+00 1.483E-01 1.020E-01 0.000E+00 0.000E+00 0.000E+00
 1.2000E-01 8.477E+02 7.779E+02 3.895E+01 3.089E+01 0.000E+00 0.000E+00 0.000E+00   2.777E+00 2.548E+00 1.276E-01 1.012E-01 0.000E+00 0.000E+00 0.000E+00
 1.3000E-01 6.914E+02 6.271E+02 3.378E+01 3.058E+01 0.000E+00 0.000E+00 0.000E+00   2.265E+00 2.054E+00 1.106E-01 1.002E-01 0.000E+00 0.000E+00 0.000E+00
 1.4000E-01 5.728E+02 5.130E+02 2.958E+01 3.022E+01 0.000E+00 0.000E+00 0.000E+00   1.876E+00 1.680E+00 9.690E-02 9.898E-02 0.000E+00 0.000E+00 0.000E+00
 1.5000E-01 4.816E+02 4.256E+02 2.610E+01 2.988E+01 0.000E+00 0.000E+00 0.000E+00   1.577E+00 1.394E+00 8.549E-02 9.789E-02 0.000E+00 0.000E+00 0.000E+00
 1.6000E-01 4.101E+02 3.574E+02 2.321E+01 2.956E+01 0.000E+00 0.000E+00 0.000E+00   1.343E+00 1.171E+00 7.603E-02 9.682E-02 0.000E+00 0.000E+00 0.000E+00
 1.7000E-01 3.532E+02 3.033E+02 2.079E+01 2.917E+01 0.000E+00 0.000E+00 0.000E+00   1.157E+00 9.934E-01 6.811E-02 9.556E-02 0.000E+00 0.000E+00 0.000E+00
 1.8000E-01 3.074E+02 2.598E+02 1.874E+01 2.882E+01 0.000E+00 0.000E+00 0.000E+00   1.007E+00 8.511E-01 6.139E-02 9.439E-02 0.000E+00 0.000E+00 0.000E+00
 1.9000E-01 2.700E+02 2.245E+02 1.698E+01 2.848E+01 0.000E+00 0.000E+00 0.000E+00   8.843E-01 7.354E-01 5.563E-02 9.330E-02 0.000E+00 0.000E+00 0.000E+00
 2.0000E-01 2.391E+02 1.954E+02 1.545E+01 2.817E+01 0.000E+00 0.000E+00 0.000E+00   7.830E-01 6.402E-01 5.060E-02 9.226E-02 0.000E+00 0.000E+00 0.000E+00
 2.2000E-01 1.915E+02 1.511E+02 1.295E+01 2.747E+01 0.000E+00 0.000E+00 0.000E+00   6.273E-01 4.949E-01 4.243E-02 8.997E-02 0.000E+00 0.000E+00 0.000E+00
 2.4000E-01 1.574E+02 1.196E+02 1.100E+01 2.684E+01 0.000E+00 0.000E+00 0.000E+00   5.157E-01 3.918E-01 3.604E-02 8.793E-02 0.000E+00 0.000E+00 0.000E+00
 2.6000E-01 1.323E+02 9.660E+01 9.464E+00 2.624E+01 0.000E+00 0.000E+00 0.000E+00   4.334E-01 3.164E-01 3.100E-02 8.596E-02 0.000E+00 0.000E+00 0.000E+00
 2.8000E-01 1.132E+02 7.930E+01 8.222E+00 2.566E+01 0.000E+00 0.000E+00 0.000E+00   3.707E-01 2.598E-01 2.693E-02 8.404E-02 0.000E+00 0.000E+00 0.000E+00
 3.0000E-01 9.847E+01 6.614E+01 7.206E+00 2.512E+01 0.000E+00 0.000E+00 0.000E+00   3.225E-01 2.166E-01 2.360E-02 8.229E-02 0.000E+00 0.000E+00 0.000E+00
 3.2000E-01 8.688E+01 5.589E+01 6.369E+00 2.462E+01 0.000E+00 0.000E+00 0.000E+00   2.846E-01 1.831E-01 2.086E-02 8.064E-02 0.000E+00 0.000E+00 0.000E+00
 3.4000E-01 7.755E+01 4.777E+01 5.671E+00 2.411E+01 0.000E+00 0.000E+00 0.000E+00   2.540E-01 1.565E-01 1.858E-02 7.899E-02 0.000E+00 0.000E+00 0.000E+00
 3.6000E-01 6.993E+01 4.121E+01 5.078E+00 2.365E+01 0.000E+00 0.000E+00 0.000E+00   2.291E-01 1.350E-01 1.663E-02 7.745E-02 0.000E+00 0.000E+00 0.000E+00
 3.8000E-01 6.371E+01 3.592E+01 4.573E+00 2.321E+01 0.000E+00 0.000E+00 0.000E+00   2.087E-01 1.177E-01 1.498E-02 7.603E-02 0.000E+00 0.000E+00 0.000E+00
 4.0000E-01 5.849E+01 3.155E+01 4.141E+00 2.280E+01 0.000E+00 0.000E+00 0.000E+00   1.916E-01 1.033E-01 1.356E-02 7.470E-02 0.000E+00 0.000E+00 0.000E+00
 4.2500E-01 5.309E+01 2.711E+01 3.682E+00 2.229E+01 0.000E+00 0.000E+00 0.000E+00   1.739E-01 8.881E-02 1.206E-02 7.302E-02 0.000E+00 0.000E+00 0.000E+00
 4.5000E-01 4.865E+01 2.353E+01 3.296E+00 2.182E+01 0.000E+00 0.000E+00 0.000E+00   1.593E-01 7.709E-02 1.079E-02 7.146E-02 0.000E+00 0.000E+00 0.000E+00
 4.7500E-01 4.496E+01 2.062E+01 2.968E+00 2.138E+01 0.000E+00 0.000E+00 0.000E+00   1.473E-01 6.753E-02 9.721E-03 7.003E-02 0.000E+00 0.000E+00 0.000E+00
 5.0000E-01 4.187E+01 1.821E+01 2.685E+00 2.097E+01 0.000E+00 0.000E+00 0.000E+00   1.371E-01 5.965E-02 8.795E-03 6.869E-02 0.000E+00 0.000E+00 0.000E+00
 5.3333E-01 3.840E+01 1.560E+01 2.366E+00 2.043E+01 0.000E+00 0.000E+00 0.000E+00   1.258E-01 5.110E-02 7.752E-03 6.692E-02 0.000E+00 0.000E+00 0.000E+00
 5.6667E-01 3.556E+01 1.352E+01 2.102E+00 1.993E+01 0.000E+00 0.000E+00 0.000E+00   1.165E-01 4.430E-02 6.884E-03 6.529E-02 0.000E+00 0.000E+00 0.000E+00
 6.0000E-01 3.319E+01 1.184E+01 1.879E+00 1.947E+01 0.000E+00 0.000E+00 0.000E+00   1.087E-01 3.878E-02 6.155E-03 6.379E-02 0.000E+00 0.000E+00 0.000E+00
 6.5000E-01 3.030E+01 9.856E+00 1.607E+00 1.883E+01 0.000E+00 0.000E+00 0.000E+00   9.924E-02 3.228E-02 5.263E-03 6.169E-02 0.000E+00 0.000E+00 0.000E+00
 7.0000E-01 2.797E+01 8.348E+00 1.390E+00 1.823E+01 0.000E+00 0.000E+00 0.000E+00   9.162E-02 2.734E-02 4.552E-03 5.973E-02 0.000E+00 0.000E+00 0.000E+00
 7.5000E-01 2.607E+01 7.165E+00 1.214E+00 1.769E+01 0.000E+00 0.000E+00 0.000E+00   8.540E-02 2.347E-02 3.975E-03 5.796E-02 0.000E+00 0.000E+00 0.000E+00
 8.0000E-01 2.450E+01 6.230E+00 1.069E+00 1.720E+01 0.000E+00 0.000E+00 0.000E+00   8.024E-02 2.041E-02 3.500E-03 5.633E-02 0.000E+00 0.000E+00 0.000E+00
 8.5000E-01 2.314E+01 5.475E+00 9.480E-01 1.672E+01 0.000E+00 0.000E+00 0.000E+00   7.580E-02 1.794E-02 3.105E-03 5.476E-02 0.000E+00 0.000E+00 0.000E+00
 9.0000E-01 2.198E+01 4.856E+00 8.469E-01 1.628E+01 0.000E+00 0.000E+00 0.000E+00   7.200E-02 1.591E-02 2.774E-03 5.332E-02 0.000E+00 0.000E+00 0.000E+00
 1.0000E+00 2.010E+01 3.918E+00 6.879E-01 1.550E+01 0.000E+00 0.000E+00 0.000E+00   6.585E-02 1.283E-02 2.253E-03 5.076E-02 0.000E+00 0.000E+00 0.000E+00
 1.1000E+00 1.861E+01 3.247E+00 5.700E-01 1.479E+01 5.768E-03 0.000E+00 5.768E-03   6.097E-02 1.064E-02 1.867E-03 4.844E-02 1.889E-05 0.000E+00 1.889E-05
 1.2000E+00 1.744E+01 2.741E+00 4.800E-01 1.417E+01 5.290E-02 0.000E+00 5.290E-02   5.714E-02 8.978E-03 1.572E-03 4.642E-02 1.733E-04 0.000E+00 1.733E-04
 1.3000E+00 1.653E+01 2.353E+00 4.095E-01 1.361E+01 1.562E-01 0.000E+00 1.562E-01   5.414E-02 7.706E-03 1.341E-03 4.458E-02 5.116E-04 0.000E+00 5.116E-04
 1.4000E+00 1.579E+01 2.048E+00 3.534E-01 1.309E+01 2.982E-01 0.000E+00 2.982E-01   5.174E-02 6.710E-03 1.158E-03 4.289E-02 9.768E-04 0.000E+00 9.768E-04
 1.5000E+00 1.520E+01 1.803E+00 3.081E-01 1.263E+01 4.611E-01 0.000E+00 4.611E-01   4.980E-02 5.906E-03 1.009E-03 4.138E-02 1.510E-03 0.000E+00 1.510E-03
 1.6000E+00 1.472E+01 1.605E+00 2.710E-01 1.221E+01 6.388E-01 0.000E+00 6.388E-01   4.823E-02 5.256E-03 8.877E-04 3.999E-02 2.092E-03 0.000E+00 2.092E-03
 1.7000E+00 1.432E+01 1.439E+00 2.402E-01 1.181E+01 8.290E-01 0.000E+00 8.290E-01   4.690E-02 4.714E-03 7.869E-04 3.868E-02 2.716E-03 0.000E+00 2.716E-03
 1.8000E+00 1.399E+01 1.304E+00 2.144E-01 1.144E+01 1.024E+00 0.000E+00 1.024E+00   4.581E-02 4.271E-03 7.024E-04 3.748E-02 3.355E-03 0.000E+00 3.355E-03
 1.9000E+00 1.371E+01 1.188E+00 1.926E-01 1.111E+01 1.226E+00 0.000E+00 1.226E+00   4.492E-02 3.893E-03 6.308E-04 3.638E-02 4.017E-03 0.000E+00 4.017E-03
 2.0000E+00 1.349E+01 1.092E+00 1.739E-01 1.080E+01 1.430E+00 0.000E+00 1.430E+00   4.420E-02 3.576E-03 5.696E-04 3.537E-02 4.684E-03 0.000E+00 4.684E-03
 2.2000E+00 1.311E+01 9.351E-01 1.439E-01 1.022E+01 1.817E+00 3.276E-05 1.817E+00   4.296E-02 3.063E-03 4.713E-04 3.347E-02 5.952E-03 1.073E-07 5.952E-03
 2.4000E+00 1.285E+01 8.130E-01 1.210E-01 9.716E+00 2.197E+00 2.998E-04 2.197E+00   4.208E-02 2.663E-03 3.963E-04 3.183E-02 7.196E-03 9.819E-07 7.197E-03
 2.6000E+00 1.264E+01 7.156E-01 1.031E-01 9.267E+00 2.557E+00 8.975E-04 2.558E+00   4.142E-02 2.344E-03 3.378E-04 3.036E-02 8.375E-03 2.940E-06 8.378E-03
 2.8000E+00 1.250E+01 6.373E-01 8.893E-02 8.860E+00 2.911E+00 1.803E-03 2.913E+00   4.094E-02 2.088E-03 2.913E-04 2.902E-02 9.535E-03 5.906E-06 9.540E-03
 3.0000E+00 1.241E+01 5.729E-01 7.748E-02 8.497E+00 3.258E+00 2.978E-03 3.261E+00   4.065E-02 1.877E-03 2.538E-04 2.783E-02 1.067E-02 9.755E-06 1.068E-02
 3.2000E+00 1.233E+01 5.201E-01 6.811E-02 8.169E+00 3.570E+00 4.396E-03 3.574E+00   4.039E-02 1.704E-03 2.231E-04 2.676E-02 1.169E-02 1.440E-05 1.171E-02
 3.4000E+00 1.229E+01 4.752E-01 6.034E-02 7.862E+00 3.889E+00 6.049E-03 3.896E+00   4.027E-02 1.557E-03 1.976E-04 2.575E-02 1.274E-02 1.981E-05 1.276E-02
 3.6000E+00 1.228E+01 4.375E-01 5.383E-02 7.583E+00 4.196E+00 7.912E-03 4.204E+00   4.022E-02 1.433E-03 1.763E-04 2.484E-02 1.374E-02 2.591E-05 1.377E-02
 3.8000E+00 1.228E+01 4.046E-01 4.832E-02 7.328E+00 4.485E+00 9.956E-03 4.495E+00   4.021E-02 1.325E-03 1.583E-04 2.400E-02 1.469E-02 3.261E-05 1.472E-02
 4.0000E+00 1.230E+01 3.761E-01 4.361E-02 7.093E+00 4.778E+00 1.214E-02 4.790E+00   4.030E-02 1.232E-03 1.429E-04 2.323E-02 1.565E-02 3.977E-05 1.569E-02
 4.2500E+00 1.232E+01 3.455E-01 3.864E-02 6.816E+00 5.102E+00 1.500E-02 5.117E+00   4.035E-02 1.132E-03 1.266E-04 2.233E-02 1.671E-02 4.913E-05 1.676E-02
 4.5000E+00 1.236E+01 3.190E-01 3.447E-02 6.565E+00 5.427E+00 1.790E-02 5.445E+00   4.050E-02 1.045E-03 1.129E-04 2.151E-02 1.778E-02 5.864E-05 1.783E-02
 4.7500E+00 1.244E+01 2.962E-01 3.094E-02 6.336E+00 5.753E+00 2.097E-02 5.774E+00   4.074E-02 9.702E-04 1.013E-04 2.076E-02 1.885E-02 6.869E-05 1.891E-02
 5.0000E+00 1.251E+01 2.763E-01 2.793E-02 6.127E+00 6.053E+00 2.415E-02 6.077E+00   4.097E-02 9.052E-04 9.148E-05 2.007E-02 1.983E-02 7.910E-05 1.991E-02
 5.3333E+00 1.259E+01 2.533E-01 2.455E-02 5.864E+00 6.420E+00 2.831E-02 6.449E+00   4.124E-02 8.297E-04 8.041E-05 1.921E-02 2.103E-02 9.274E-05 2.112E-02
 5.6667E+00 1.270E+01 2.337E-01 2.175E-02 5.627E+00 6.786E+00 3.263E-02 6.818E+00   4.160E-02 7.656E-04 7.124E-05 1.843E-02 2.223E-02 1.069E-04 2.233E-02
 6.0000E+00 1.284E+01 2.169E-01 1.940E-02 5.413E+00 7.149E+00 3.702E-02 7.186E+00   4.204E-02 7.104E-04 6.355E-05 1.773E-02 2.342E-02 1.213E-04 2.354E-02
 6.5000E+00 1.301E+01 1.954E-01 1.654E-02 5.123E+00 7.636E+00 4.333E-02 7.679E+00   4.263E-02 6.400E-04 5.416E-05 1.678E-02 2.501E-02 1.419E-04 2.515E-02
 7.0000E+00 1.322E+01 1.779E-01 1.426E-02 4.864E+00 8.116E+00 4.983E-02 8.166E+00   4.331E-02 5.826E-04 4.671E-05 1.593E-02 2.658E-02 1.632E-04 2.675E-02
 7.5000E+00 1.342E+01 1.630E-01 1.242E-02 4.634E+00 8.554E+00 5.588E-02 8.610E+00   4.396E-02 5.339E-04 4.069E-05 1.518E-02 2.802E-02 1.830E-04 2.820E-02
 8.0000E+00 1.364E+01 1.504E-01 1.092E-02 4.429E+00 8.985E+00 6.221E-02 9.047E+00   4.467E-02 4.925E-04 3.576E-05 1.451E-02 2.943E-02 2.038E-04 2.963E-02
 8.5000E+00 1.384E+01 1.396E-01 9.672E-03 4.240E+00 9.384E+00 6.804E-02 9.452E+00   4.534E-02 4.572E-04 3.168E-05 1.389E-02 3.074E-02 2.229E-04 3.096E-02
 9.0000E+00 1.406E+01 1.301E-01 8.627E-03 4.069E+00 9.776E+00 7.403E-02 9.850E+00   4.605E-02 4.262E-04 2.826E-05 1.333E-02 3.202E-02 2.425E-04 3.226E-02
 1.0000E+01 1.448E+01 1.145E-01 6.988E-03 3.772E+00 1.050E+01 8.524E-02 1.059E+01   4.743E-02 3.749E-04 2.289E-05 1.235E-02 3.439E-02 2.792E-04 3.467E-02
 1.1000E+01 1.489E+01 1.022E-01 5.775E-03 3.516E+00 1.117E+01 9.584E-02 1.127E+01   4.877E-02 3.347E-04 1.892E-05 1.152E-02 3.659E-02 3.139E-04 3.690E-02
 1.2000E+01 1.530E+01 9.219E-02 4.853E-03 3.297E+00 1.180E+01 1.058E-01 1.191E+01   5.012E-02 3.020E-04 1.590E-05 1.080E-02 3.865E-02 3.466E-04 3.900E-02
 1.3000E+01 1.569E+01 8.403E-02 4.135E-03 3.107E+00 1.238E+01 1.152E-01 1.250E+01   5.139E-02 2.753E-04 1.355E-05 1.018E-02 4.055E-02 3.773E-04 4.093E-02
 1.4000E+01 1.607E+01 7.713E-02 3.566E-03 2.938E+00 1.293E+01 1.241E-01 1.305E+01   5.265E-02 2.526E-04 1.168E-05 9.624E-03 4.235E-02 4.065E-04 4.276E-02
 1.5000E+01 1.643E+01 7.123E-02 3.106E-03 2.789E+00 1.343E+01 1.325E-01 1.356E+01   5.380E-02 2.333E-04 1.017E-05 9.136E-03 4.399E-02 4.340E-04 4.442E-02
 1.6000E+01 1.678E+01 6.622E-02 2.730E-03 2.656E+00 1.391E+01 1.405E-01 1.405E+01   5.495E-02 2.169E-04 8.942E-06 8.702E-03 4.556E-02 4.602E-04 4.602E-02
 1.7000E+01 1.709E+01 6.185E-02 2.418E-03 2.536E+00 1.434E+01 1.479E-01 1.449E+01   5.598E-02 2.026E-04 7.921E-06 8.306E-03 4.698E-02 4.846E-04 4.746E-02
 1.8000E+01 1.740E+01 5.800E-02 2.157E-03 2.427E+00 1.476E+01 1.553E-01 1.492E+01   5.700E-02 1.900E-04 7.066E-06 7.949E-03 4.835E-02 5.087E-04 4.886E-02
 1.9000E+01 1.769E+01 5.458E-02 1.936E-03 2.328E+00 1.515E+01 1.620E-01 1.531E+01   5.795E-02 1.788E-04 6.342E-06 7.626E-03 4.961E-02 5.308E-04 5.014E-02
 2.0000E+01 1.798E+01 5.154E-02 1.747E-03 2.238E+00 1.552E+01 1.687E-01 1.569E+01   5.890E-02 1.688E-04 5.723E-06 7.331E-03 5.084E-02 5.526E-04 5.139E-02
 2.2000E+01 1.852E+01 4.642E-02 1.444E-03 2.078E+00 1.621E+01 1.810E-01 1.639E+01   6.065E-02 1.521E-04 4.730E-06 6.805E-03 5.310E-02 5.929E-04 5.369E-02
 2.4000E+01 1.902E+01 4.219E-02 1.213E-03 1.941E+00 1.684E+01 1.922E-01 1.703E+01   6.229E-02 1.382E-04 3.975E-06 6.358E-03 5.516E-02 6.296E-04 5.579E-02
 2.6000E+01 1.947E+01 3.865E-02 1.034E-03 1.823E+00 1.741E+01 2.025E-01 1.761E+01   6.379E-02 1.266E-04 3.387E-06 5.971E-03 5.703E-02 6.633E-04 5.769E-02
 2.8000E+01 1.991E+01 3.568E-02 8.915E-04 1.719E+00 1.794E+01 2.121E-01 1.815E+01   6.521E-02 1.169E-04 2.920E-06 5.630E-03 5.876E-02 6.947E-04 5.946E-02
 3.0000E+01 2.030E+01 3.313E-02 7.766E-04 1.627E+00 1.842E+01 2.210E-01 1.864E+01   6.650E-02 1.085E-04 2.544E-06 5.331E-03 6.034E-02 7.239E-04 6.106E-02
 3.2000E+01 2.065E+01 3.091E-02 6.826E-04 1.546E+00 1.885E+01 2.287E-01 1.908E+01   6.765E-02 1.013E-04 2.236E-06 5.064E-03 6.173E-02 7.492E-04 6.248E-02
 3.4000E+01 2.100E+01 2.896E-02 6.046E-04 1.473E+00 1.926E+01 2.362E-01 1.949E+01   6.877E-02 9.488E-05 1.980E-06 4.823E-03 6.308E-02 7.737E-04 6.385E-02
 3.6000E+01 2.133E+01 2.724E-02 5.393E-04 1.406E+00 1.965E+01 2.435E-01 1.989E+01   6.986E-02 8.924E-05 1.767E-06 4.607E-03 6.437E-02 7.975E-04 6.517E-02
 3.8000E+01 2.166E+01 2.573E-02 4.840E-04 1.347E+00 2.003E+01 2.506E-01 2.028E+01   7.093E-02 8.428E-05 1.585E-06 4.411E-03 6.562E-02 8.208E-04 6.644E-02
 4.0000E+01 2.197E+01 2.438E-02 4.368E-04 1.292E+00 2.040E+01 2.575E-01 2.066E+01   7.198E-02 7.985E-05 1.431E-06 4.233E-03 6.682E-02 8.435E-04 6.767E-02
 4.2500E+01 2.231E+01 2.287E-02 3.870E-04 1.230E+00 2.079E+01 2.647E-01 2.105E+01   7.307E-02 7.492E-05 1.268E-06 4.029E-03 6.810E-02 8.670E-04 6.896E-02
 4.5000E+01 2.263E+01 2.154E-02 3.452E-04 1.174E+00 2.116E+01 2.717E-01 2.143E+01   7.413E-02 7.055E-05 1.131E-06 3.846E-03 6.932E-02 8.899E-04 7.021E-02
 4.7500E+01 2.295E+01 2.035E-02 3.098E-04 1.124E+00 2.152E+01 2.784E-01 2.180E+01   7.516E-02 6.665E-05 1.015E-06 3.681E-03 7.050E-02 9.120E-04 7.141E-02
 5.0000E+01 2.325E+01 1.928E-02 2.796E-04 1.078E+00 2.187E+01 2.850E-01 2.216E+01   7.616E-02 6.316E-05 9.158E-07 3.531E-03 7.164E-02 9.335E-04 7.257E-02
 5.3333E+01 2.360E+01 1.802E-02 2.457E-04 1.022E+00 2.227E+01 2.925E-01 2.256E+01   7.730E-02 5.903E-05 8.049E-07 3.348E-03 7.294E-02 9.581E-04 7.389E-02
 5.6667E+01 2.394E+01 1.691E-02 2.177E-04 9.726E-01 2.265E+01 2.997E-01 2.295E+01   7.840E-02 5.539E-05 7.130E-07 3.186E-03 7.418E-02 9.818E-04 7.516E-02
 6.0000E+01 2.426E+01 1.594E-02 1.942E-04 9.280E-01 2.301E+01 3.067E-01 2.332E+01   7.947E-02 5.221E-05 6.360E-07 3.040E-03 7.537E-02 1.005E-03 7.638E-02
 6.5000E+01 2.466E+01 1.467E-02 1.654E-04 8.687E-01 2.347E+01 3.154E-01 2.378E+01   8.079E-02 4.806E-05 5.419E-07 2.846E-03 7.686E-02 1.033E-03 7.790E-02
 7.0000E+01 2.505E+01 1.359E-02 1.426E-04 8.169E-01 2.390E+01 3.236E-01 2.422E+01   8.205E-02 4.451E-05 4.672E-07 2.676E-03 7.827E-02 1.060E-03 7.933E-02
 7.5000E+01 2.542E+01 1.265E-02 1.243E-04 7.715E-01 2.430E+01 3.315E-01 2.463E+01   8.326E-02 4.145E-05 4.070E-07 2.527E-03 7.961E-02 1.086E-03 8.069E-02
 8.0000E+01 2.577E+01 1.184E-02 1.092E-04 7.312E-01 2.469E+01 3.390E-01 2.503E+01   8.442E-02 3.878E-05 3.577E-07 2.395E-03 8.087E-02 1.110E-03 8.198E-02
 8.5000E+01 2.606E+01 1.112E-02 9.674E-05 6.951E-01 2.501E+01 3.452E-01 2.535E+01   8.535E-02 3.642E-05 3.169E-07 2.277E-03 8.191E-02 1.131E-03 8.304E-02
 9.0000E+01 2.633E+01 1.048E-02 8.629E-05 6.626E-01 2.531E+01 3.511E-01 2.566E+01   8.625E-02 3.434E-05 2.827E-07 2.170E-03 8.289E-02 1.150E-03 8.404E-02
 1.0000E+02 2.685E+01 9.416E-03 6.990E-05 6.067E-01 2.587E+01 3.623E-01 2.623E+01   8.794E-02 3.084E-05 2.289E-07 1.987E-03 8.474E-02 1.187E-03 8.593E-02
 1.1000E+02 2.724E+01 8.544E-03 5.777E-05 5.598E-01 2.630E+01 3.709E-01 2.667E+01   8.922E-02 2.799E-05 1.892E-07 1.834E-03 8.614E-02 1.215E-03 8.736E-02
 1.2000E+02 2.760E+01 7.818E-03 4.854E-05 5.202E-01 2.669E+01 3.790E-01 2.707E+01   9.041E-02 2.561E-05 1.590E-07 1.704E-03 8.744E-02 1.241E-03 8.868E-02
 1.3000E+02 2.795E+01 7.205E-03 4.136E-05 4.862E-01 2.707E+01 3.866E-01 2.745E+01   9.154E-02 2.360E-05 1.355E-07 1.593E-03 8.865E-02 1.266E-03 8.992E-02
 1.4000E+02 2.827E+01 6.682E-03 3.566E-05 4.565E-01 2.741E+01 3.937E-01 2.781E+01   9.260E-02 2.189E-05 1.168E-07 1.495E-03 8.979E-02 1.290E-03 9.108E-02
 1.5000E+02 2.858E+01 6.228E-03 3.106E-05 4.305E-01 2.774E+01 4.005E-01 2.814E+01   9.361E-02 2.040E-05 1.018E-07 1.410E-03 9.086E-02 1.312E-03 9.218E-02
 1.6000E+02 2.880E+01 5.832E-03 2.730E-05 4.076E-01 2.799E+01 4.057E-01 2.839E+01   9.435E-02 1.910E-05 8.943E-08 1.335E-03 9.167E-02 1.329E-03 9.300E-02
 1.7000E+02 2.902E+01 5.483E-03 2.419E-05 3.870E-01 2.822E+01 4.106E-01 2.863E+01   9.506E-02 1.796E-05 7.922E-08 1.268E-03 9.243E-02 1.345E-03 9.377E-02
 1.8000E+02 2.923E+01 5.173E-03 2.157E-05 3.685E-01 2.844E+01 4.153E-01 2.885E+01   9.574E-02 1.695E-05 7.066E-08 1.207E-03 9.315E-02 1.360E-03 9.451E-02
 1.9000E+02 2.943E+01 4.898E-03 1.936E-05 3.519E-01 2.865E+01 4.198E-01 2.907E+01   9.639E-02 1.605E-05 6.342E-08 1.153E-03 9.384E-02 1.375E-03 9.522E-02
